,original,switched,tags_original,descr_original,tags_switched,descr_switched,final-1_arg_original,first_arg_switch,orginal_switched_match
50,I will eat that hake.,"That hake, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that hake] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That hake] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
51,I will eat that parsnip.,"That parsnip, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that parsnip] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That parsnip] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
52,I will eat that buffalofish.,"That buffalofish, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that buffalofish] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That buffalofish] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
53,I will eat that mostaccioli.,"That mostaccioli, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that mostaccioli] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That mostaccioli] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
54,I will eat that chitlings.,"That chitlings, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that chitlings] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That chitlings] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
55,I will eat that cocozelle.,"That cocozelle, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that cocozelle] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That cocozelle] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
56,I will eat that carbonado.,"That carbonado, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that carbonado] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That carbonado] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
57,I will eat that shrimp.,"That shrimp, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that shrimp] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That shrimp] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
58,I will eat that spud.,"That spud, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that spud] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That spud] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
59,I will eat that friedcake.,"That friedcake, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that friedcake] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That friedcake] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
60,I will eat that frank.,"That frank, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that frank] .,"['B-ARGM-DIS', 'I-ARGM-DIS', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARGM-DIS: That frank] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARGM-DIS,False
61,I will eat that catawba.,"That catawba, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that catawba] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That catawba] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
62,I will eat that ecrevisse.,"That ecrevisse, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that ecrevisse] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That ecrevisse] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
63,I will eat that twister.,"That twister, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that twister] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That twister] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
64,I will eat that lentil.,"That lentil, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that lentil] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That lentil] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
65,I will eat that pilchard.,"That pilchard, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that pilchard] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That pilchard] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
66,I will eat that veg.,"That veg, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that veg] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That veg] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
67,I will eat that chine.,"That chine, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that chine] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That chine] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
68,I will eat that ravioli.,"That ravioli, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that ravioli] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That ravioli] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
69,I will eat that granadilla.,"That granadilla, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that granadilla] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That granadilla] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
70,I will eat that spatchcock.,"That spatchcock, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that spatchcock] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That spatchcock] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
71,I will eat that tortellini.,"That tortellini, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that tortellini] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That tortellini] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
72,I will eat that kohlrabi.,"That kohlrabi, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that kohlrabi] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That kohlrabi] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
73,I will eat that pemican.,"That pemican, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that pemican] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That pemican] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
74,I will eat that hindshank.,"That hindshank, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that hindshank] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That hindshank] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
75,I will eat that caviare.,"That caviare, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that caviare] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That caviare] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
76,I will eat that wafer.,"That wafer, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that wafer] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That wafer] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
77,I will eat that citron.,"That citron, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that citron] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That citron] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
78,I will eat that green.,"That green, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that green] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That green] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
79,I will eat that matzah.,"That matzah, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that matzah] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That matzah] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
80,I will eat that aguacate.,"That aguacate, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that aguacate] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That aguacate] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
81,I will eat that fedelline.,"That fedelline, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that fedelline] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That fedelline] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
82,I will eat that marang.,"That marang, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that marang] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That marang] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
83,I will eat that cherimolla.,"That cherimolla, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that cherimolla] .,"['B-ARGM-DIS', 'I-ARGM-DIS', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARGM-DIS: That cherimolla] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARGM-DIS,False
84,I will eat that strudel.,"That strudel, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that strudel] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That strudel] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
85,I will eat that fricandeau.,"That fricandeau, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that fricandeau] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That fricandeau] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
86,I will eat that blowfish.,"That blowfish, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that blowfish] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That blowfish] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
87,I will eat that tostada.,"That tostada, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that tostada] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That tostada] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
88,I will eat that litchi.,"That litchi, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that litchi] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That litchi] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
89,I will eat that polenta.,"That polenta, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that polenta] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That polenta] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
90,I will eat that quahog.,"That quahog, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that quahog] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That quahog] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
91,I will eat that frier.,"That frier, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that frier] .,"['B-ARGM-DIS', 'I-ARGM-DIS', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARGM-DIS: That frier] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARGM-DIS,False
92,I will eat that liverwurst.,"That liverwurst, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that liverwurst] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That liverwurst] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
93,I will eat that lasagna.,"That lasagna, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that lasagna] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That lasagna] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
94,I will eat that genipap.,"That genipap, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that genipap] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That genipap] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
95,I will eat that cranberry.,"That cranberry, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that cranberry] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That cranberry] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
96,I will eat that kingfish.,"That kingfish, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that kingfish] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That kingfish] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
97,I will eat that plate.,"That plate, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that plate] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That plate] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
98,I will eat that orzo.,"That orzo, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that orzo] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That orzo] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
99,I will eat that granola.,"That granola, I will eat.","['B-ARG0', 'B-ARGM-MOD', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: will] [V: eat] [ARG1: that granola] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-V', 'O']","[ARG1: That granola] , [ARG0: I] [ARGM-MOD: will] [V: eat] .",ARG1,ARG1,True
