,0,active,tags_act,descr_act,tags_pass,descr_pass,first_tag_act,final_min_one_pass,arg0_match
49,Barbara is shot by Roger.,Roger shoots Barbara.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Roger] [V: shoots] [ARG1: Barbara] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Barbara] is [V: shot] [ARG0: by Roger] .,ARG0,ARG0,True
50,Ann is shot by Betty.,Betty shoots Ann.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Betty] [V: shoots] [ARG1: Ann] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Ann] is [V: shot] [ARG0: by Betty] .,ARG0,ARG0,True
51,Ellen is shot by Bill.,Bill shoots Ellen.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Bill] [V: shoots] [ARG1: Ellen] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Ellen] is [V: shot] [ARG0: by Bill] .,ARG0,ARG0,True
52,Frank is shot by Heather.,Heather shoots Frank.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Heather] [V: shoots] [ARG1: Frank] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Frank] is [V: shot] [ARG0: by Heather] .,ARG0,ARG0,True
53,Henry is shot by Edward.,Edward shoots Henry.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Edward] [V: shoots] [ARG1: Henry] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Henry] is [V: shot] [ARG0: by Edward] .,ARG0,ARG0,True
54,Ed is shot by Christopher.,Christopher shoots Ed.,[],[],"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Ed] is [V: shot] [ARG0: by Christopher] .,[],ARG0,False
55,Alan is shot by Alison.,Alison shoots Alan.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Alison] [V: shoots] [ARG1: Alan] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Alan] is [V: shot] [ARG0: by Alison] .,ARG0,ARG0,True
56,Harry is shot by Mark.,Mark shoots Harry.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Mark] [V: shoots] [ARG1: Harry] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Harry] is [V: shot] [ARG0: by Mark] .,ARG0,ARG0,True
57,Elaine is shot by Elizabeth.,Elizabeth shoots Elaine.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Elizabeth] [V: shoots] [ARG1: Elaine] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Elaine] is [V: shot] [ARG0: by Elizabeth] .,ARG0,ARG0,True
58,Tom is shot by Sophie.,Sophie shoots Tom.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Sophie] [V: shoots] [ARG1: Tom] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Tom] is [V: shot] [ARG0: by Sophie] .,ARG0,ARG0,True
59,Elaine is shot by Charlotte.,Charlotte shoots Elaine.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Charlotte] [V: shoots] [ARG1: Elaine] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Elaine] is [V: shot] [ARG0: by Charlotte] .,ARG0,ARG0,True
60,Helen is shot by Mike.,Mike shoots Helen.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Mike] [V: shoots] [ARG1: Helen] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Helen] is [V: shot] [ARG0: by Mike] .,ARG0,ARG0,True
61,Jimmy is shot by Keith.,Keith shoots Jimmy.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Keith] [V: shoots] [ARG1: Jimmy] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Jimmy] is [V: shot] [ARG0: by Keith] .,ARG0,ARG0,True
62,Julie is shot by Edward.,Edward shoots Julie.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Edward] [V: shoots] [ARG1: Julie] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Julie] is [V: shot] [ARG0: by Edward] .,ARG0,ARG0,True
63,Kate is shot by Edith.,Edith shoots Kate.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Edith] [V: shoots] [ARG1: Kate] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Kate] is [V: shot] [ARG0: by Edith] .,ARG0,ARG0,True
64,Steve is shot by Emma.,Emma shoots Steve.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Emma] [V: shoots] [ARG1: Steve] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Steve] is [V: shot] [ARG0: by Emma] .,ARG0,ARG0,True
65,Elizabeth is shot by Judy.,Judy shoots Elizabeth.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Judy] [V: shoots] [ARG1: Elizabeth] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Elizabeth] is [V: shot] [ARG0: by Judy] .,ARG0,ARG0,True
66,Marilyn is shot by Eric.,Eric shoots Marilyn.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Eric] [V: shoots] [ARG1: Marilyn] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Marilyn] is [V: shot] [ARG0: by Eric] .,ARG0,ARG0,True
67,Johnny is shot by Kathleen.,Kathleen shoots Johnny.,[],[],"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Johnny] is [V: shot] [ARG0: by Kathleen] .,[],ARG0,False
68,Jimmy is shot by Bobby.,Bobby shoots Jimmy.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Bobby] [V: shoots] [ARG1: Jimmy] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Jimmy] is [V: shot] [ARG0: by Bobby] .,ARG0,ARG0,True
69,Katie is shot by Sally.,Sally shoots Katie.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Sally] [V: shoots] [ARG1: Katie] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Katie] is [V: shot] [ARG0: by Sally] .,ARG0,ARG0,True
70,Sarah is shot by Pamela.,Pamela shoots Sarah.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Pamela] [V: shoots] [ARG1: Sarah] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Sarah] is [V: shot] [ARG0: by Pamela] .,ARG0,ARG0,True
71,John is shot by Tom.,Tom shoots John.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Tom] [V: shoots] [ARG1: John] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: John] is [V: shot] [ARG0: by Tom] .,ARG0,ARG0,True
72,Ralph is shot by Emily.,Emily shoots Ralph.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Emily] [V: shoots] [ARG1: Ralph] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Ralph] is [V: shot] [ARG0: by Emily] .,ARG0,ARG0,True
73,Katherine is shot by Victoria.,Victoria shoots Katherine.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Victoria] [V: shoots] [ARG1: Katherine] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Katherine] is [V: shot] [ARG0: by Victoria] .,ARG0,ARG0,True
74,Sue is shot by Karen.,Karen shoots Sue.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Karen] [V: shoots] [ARG1: Sue] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Sue] is [V: shot] [ARG0: by Karen] .,ARG0,ARG0,True
75,Andrea is shot by Joseph.,Joseph shoots Andrea.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Joseph] [V: shoots] [ARG1: Andrea] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Andrea] is [V: shot] [ARG0: by Joseph] .,ARG0,ARG0,True
76,Andrew is shot by Bruce.,Bruce shoots Andrew.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Bruce] [V: shoots] [ARG1: Andrew] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Andrew] is [V: shot] [ARG0: by Bruce] .,ARG0,ARG0,True
77,Laura is shot by Billy.,Billy shoots Laura.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Billy] [V: shoots] [ARG1: Laura] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Laura] is [V: shot] [ARG0: by Billy] .,ARG0,ARG0,True
78,Ben is shot by Ann.,Ann shoots Ben.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Ann] [V: shoots] [ARG1: Ben] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Ben] is [V: shot] [ARG0: by Ann] .,ARG0,ARG0,True
79,Mark is shot by Chris.,Chris shoots Mark.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Chris] [V: shoots] [ARG1: Mark] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Mark] is [V: shot] [ARG0: by Chris] .,ARG0,ARG0,True
80,Susan is shot by Ian.,Ian shoots Susan.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Ian] [V: shoots] [ARG1: Susan] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Susan] is [V: shot] [ARG0: by Ian] .,ARG0,ARG0,True
81,Anna is shot by Kelly.,Kelly shoots Anna.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Kelly] [V: shoots] [ARG1: Anna] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Anna] is [V: shot] [ARG0: by Kelly] .,ARG0,ARG0,True
82,Arthur is shot by Richard.,Richard shoots Arthur.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Richard] [V: shoots] [ARG1: Arthur] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Arthur] is [V: shot] [ARG0: by Richard] .,ARG0,ARG0,True
83,Melissa is shot by Mark.,Mark shoots Melissa.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Mark] [V: shoots] [ARG1: Melissa] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Melissa] is [V: shot] [ARG0: by Mark] .,ARG0,ARG0,True
84,Julia is shot by Harriet.,Harriet shoots Julia.,[],[],"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Julia] is [V: shot] [ARG0: by Harriet] .,[],ARG0,False
85,Richard is shot by Andrea.,Andrea shoots Richard.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Andrea] [V: shoots] [ARG1: Richard] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Richard] is [V: shot] [ARG0: by Andrea] .,ARG0,ARG0,True
86,Grace is shot by Greg.,Greg shoots Grace.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Greg] [V: shoots] [ARG1: Grace] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Grace] is [V: shot] [ARG0: by Greg] .,ARG0,ARG0,True
87,Kate is shot by Frederick.,Frederick shoots Kate.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Frederick] [V: shoots] [ARG1: Kate] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Kate] is [V: shot] [ARG0: by Frederick] .,ARG0,ARG0,True
88,Diane is shot by Melissa.,Melissa shoots Diane.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Melissa] [V: shoots] [ARG1: Diane] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Diane] is [V: shot] [ARG0: by Melissa] .,ARG0,ARG0,True
89,Kathy is shot by Roy.,Roy shoots Kathy.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Roy] [V: shoots] [ARG1: Kathy] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Kathy] is [V: shot] [ARG0: by Roy] .,ARG0,ARG0,True
90,Colin is shot by Annie.,Annie shoots Colin.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Annie] [V: shoots] [ARG1: Colin] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Colin] is [V: shot] [ARG0: by Annie] .,ARG0,ARG0,True
91,Al is shot by Claire.,Claire shoots Al.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Claire] [V: shoots] [ARG1: Al] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Al] is [V: shot] [ARG0: by Claire] .,ARG0,ARG0,True
92,Jennifer is shot by Larry.,Larry shoots Jennifer.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Larry] [V: shoots] [ARG1: Jennifer] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Jennifer] is [V: shot] [ARG0: by Larry] .,ARG0,ARG0,True
93,Leslie is shot by Ed.,Ed shoots Leslie.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Ed] [V: shoots] [ARG1: Leslie] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Leslie] is [V: shot] [ARG0: by Ed] .,ARG0,ARG0,True
94,Victoria is shot by Kathryn.,Kathryn shoots Victoria.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Kathryn] [V: shoots] [ARG1: Victoria] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Victoria] is [V: shot] [ARG0: by Kathryn] .,ARG0,ARG0,True
95,Nicole is shot by Kevin.,Kevin shoots Nicole.,[],[],"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Nicole] is [V: shot] [ARG0: by Kevin] .,[],ARG0,False
96,Samuel is shot by William.,William shoots Samuel.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: William] [V: shoots] [ARG1: Samuel] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Samuel] is [V: shot] [ARG0: by William] .,ARG0,ARG0,True
97,Judy is shot by Ellen.,Ellen shoots Judy.,[],[],"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Judy] is [V: shot] [ARG0: by Ellen] .,[],ARG0,False
98,Steven is shot by Marie.,Marie shoots Steven.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Marie] [V: shoots] [ARG1: Steven] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Steven] is [V: shot] [ARG0: by Marie] .,ARG0,ARG0,True
99,Sophie is shot by Claire.,Claire shoots Sophie.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Claire] [V: shoots] [ARG1: Sophie] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Sophie] is [V: shot] [ARG0: by Claire] .,ARG0,ARG0,True
